1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;1;1;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;false;true
1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;false;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;1;0,5;2;1;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;false;true
1;1,6666666666666667;0,6666666666666667;3;1;2;1;1;0;0;1;1;1;3;0;2;0;1;0;0;false;false
1;0;0;3;0;1;0;0;0;0;1;0,5;0,5;3;0;1;0;0;0;0;true;true
1;0,8;0,6;5;0,33333333333333337;3;0;0;0;0;1;0,5;0,5;5;0;3;0;0;0;0;true;true
1;1,5;1;2;1;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;false;true
1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;false;true
1;0,8333333333333333;0,5;6;0,6666666666666667;3;0;0;0;0;1;0,9444444444444444;0,4444444444444444;6;1;3;0;0;0;0;true;true
1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;true;true
1;1;0,8333333333333334;6;0,33333333333333337;3;0;0;0;0;1;0,9166666666666666;0,6666666666666666;6;0,5;3;0;0;0;0;false;true
1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;true;true
1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;true;true
1;1,9999999999999998;1;3;1;2;1;1;0;0;1;0,5;0,5;3;0;2;0;1;0;0;false;true
1;0,75;0,5;4;0,5;2;0;1;0;0;1;0,5;0,5;4;0;2;0;1;0;0;true;true
1;0,8;0,8;5;0;4;0;3;0;2;1;0;0;5;0;4;0;3;0;2;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0,5;0,5;2;0;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;true;true
1;0,6666666666666667;0,6666666666666667;3;0;1;0;0;0;0;1;0;0;3;0;1;0;0;0;0;true;true
1;0,8;0,4;5;0,6666666666666667;3;0;0;0;0;1;1,1;0,5;5;1;3;0;0;0;0;true;false
1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;true;true
1;0,7142857142857143;0,4285714285714286;7;0,6666666666666667;3;0;0;0;0;1;0,3333333333333333;0,3333333333333333;7;0;3;0;0;0;0;true;true
1;0,33333333333333337;0,33333333333333337;3;0;2;0;1;0;0;1;0,5;0,5;3;0;2;0;1;0;0;true;true
1;0,5;0,5;2;0;1;0;0;0;0;1;1;1;2;0;1;0;0;0;0;true;false
1;1;0,75;4;0,5;2;0;1;0;0;1;0,5;0,5;4;0;2;0;1;0;0;false;true
1;1,375;0,75;8;0,8;5;0,5;2;0;1;1;0,9166666666666666;0,5;8;0,6666666666666666;5;0;2;0;1;false;true
1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;false;true
1;0,4285714285714285;0,2857142857142857;7;0,16666666666666663;6;0;5;0;3;1;1,2976190476190477;0,5833333333333334;7;0,5555555555555556;6;0,3333333333333333;5;0;3;true;false
1;0,5;0,5;2;0;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;true;true
1;1,5714285714285712;0,5714285714285714;7;0,8;5;0,6666666666666667;3;0,5;2;1;1,2619047619047619;0,6666666666666666;7;0,8333333333333334;5;0;3;0;2;false;false
1;0,875;0,875;8;0;1;0;0;0;0;1;0,3125;0,3125;8;0;1;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;1,25;0,5;4;0,6666666666666667;3;1;1;0;0;1;1,125;0,75;4;0,5;3;0;1;0;0;false;false
1;0,9;0,6;10;0,6666666666666667;3;1;1;0;0;1;0,61;0,46;10;0,5;3;0;1;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0,5;0,5;2;0;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;true;true
1;1,5;1;2;1;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;false;true
1;0,75;0,5;8;0,19999999999999996;5;1;1;0;0;1;0,9583333333333333;0,75;8;0,3333333333333333;5;0;1;0;0;true;true
1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;false;true
1;0,75;0,5;4;0,5;2;0;0;0;0;1;0,5;0,5;4;0;2;0;0;0;0;true;true
1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;false;true
1;0,25;0,25;8;0;6;0;5;0;3;1;0,6458333333333333;0,1875;8;0,2222222222222222;6;0,16666666666666666;5;0,5;3;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;1,4666666666666666;0,6;15;0,4285714285714286;14;0,5;10;0,25;8;1;0,8071428571428572;0,32142857142857145;15;0,30612244897959184;14;0,2;10;0,125;8;false;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;false;true
1;0,5;0,375;24;0,1428571428571429;21;0;17;0;15;1;0,9809659090909091;0,4305555555555556;24;0,2818181818181818;21;0,20833333333333334;17;0,25;15;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;true;true
